edad,ingreso_anual,propiedad_vivienda,antiguedad_empleo,intencion_credito,grado_credito,monto_credito,tasa_interes,estado_credito,procentaje_de_ingreso,incumplimiento_historico,historial_crediticio
28,52000,alquiler,12,mejora_hogar,B,5000,11.36,1,0.1,N,7
27,45000,hipoteca,0,mejora_hogar,B,3900,11.36,0,0.09,N,6
31,45000,hipoteca,5,emprendimiento,B,10000,9.88,0,0.22,N,8
28,59600,alquiler,2,mejora_hogar,A,5000,5.79,0,0.08,N,10
28,60000,alquiler,12,personal,A,5000,8.49,0,0.08,N,5
27,54000,alquiler,6,consolidar_deudas,B,5000,11.99,1,0.09,N,10
31,45000,hipoteca,8,emprendimiento,B,7500,10.62,0,0.17,N,5
31,45000,hipoteca,6,consolidar_deudas,A,2500,7.88,0,0.06,N,8
32,60000,alquiler,16,medico,A,5000,7.29,0,0.08,N,9
30,60000,alquiler,8,medico,A,5000,,0,0.08,N,8
31,39000,hipoteca,5,educacion,B,22000,11.36,1,0.56,N,5
29,45000,propia,0,educacion,B,6800,10.62,0,0.15,N,5
28,60000,alquiler,12,mejora_hogar,D,5000,15.7,0,0.08,Y,7
27,54000,alquiler,0,consolidar_deudas,D,5000,13.17,1,0.09,N,8
29,45000,hipoteca,4,mejora_hogar,C,14000,13.48,0,0.31,Y,5
30,60000,alquiler,1,consolidar_deudas,B,5000,,0,0.08,N,7
30,54000,alquiler,2,emprendimiento,E,5000,15.13,1,0.09,N,9
32,60040,alquiler,1,emprendimiento,B,5000,8.88,0,0.08,N,10
30,60400,alquiler,2,emprendimiento,B,5000,12.69,0,0.08,N,8
30,45000,hipoteca,5,educacion,B,3250,10.62,0,0.07,N,6
28,61000,alquiler,3,emprendimiento,B,5000,10.37,0,0.08,N,7
27,62000,alquiler,7,consolidar_deudas,A,5000,,0,0.08,N,5
28,45000,propia,,medico,B,15000,9.88,0,0.33,N,6
29,45000,propia,4,emprendimiento,B,20000,10.62,0,0.44,N,6
27,63000,alquiler,11,consolidar_deudas,B,5000,10,0,0.08,N,5
34,63500,alquiler,5,educacion,A,5000,9.63,0,0.08,N,7
27,64000,alquiler,2,emprendimiento,C,5000,12.99,0,0.08,Y,8
27,45000,propia,3,personal,B,3500,11.14,0,0.08,N,8
27,45000,hipoteca,3,medico,C,18000,12.87,0,0.4,N,8
27,45000,hipoteca,4,mejora_hogar,A,12000,8.94,0,0.27,N,6
35,45000,hipoteca,2,emprendimiento,A,1000,,0,0.02,N,10
27,65000,alquiler,12,consolidar_deudas,C,5000,13.99,0,0.08,Y,9
28,59000,alquiler,2,consolidar_deudas,C,5000,15.23,1,0.08,N,6
27,45000,hipoteca,1,emprendimiento,A,4000,,0,0.09,N,7
27,45000,hipoteca,8,consolidar_deudas,A,16750,8.94,0,0.37,N,7
30,45000,hipoteca,11,emprendimiento,C,10000,13.57,0,0.22,Y,6
34,65004,alquiler,8,mejora_hogar,B,5000,10.59,0,0.08,N,9
27,66000,alquiler,10,medico,C,5000,13.99,0,0.08,Y,10
33,66000,alquiler,17,educacion,A,5000,7.29,0,0.08,N,8
27,60000,alquiler,0,personal,D,5000,14.54,1,0.08,N,10
34,45000,hipoteca,1,consolidar_deudas,C,3800,13.16,0,0.08,Y,5
29,39000,hipoteca,13,personal,D,10000,,1,0.26,N,5
27,60000,alquiler,2,mejora_hogar,D,5000,15.21,1,0.08,Y,9
29,60000,alquiler,0,medico,C,5000,14.22,1,0.08,N,9
27,66240,alquiler,7,emprendimiento,A,5000,5.79,0,0.08,N,6
28,66920,alquiler,12,consolidar_deudas,C,5000,14.26,0,0.07,Y,8
28,66924,alquiler,1,educacion,B,5000,11.86,0,0.07,N,10
32,68000,alquiler,16,emprendimiento,D,5000,15.7,0,0.07,N,7
33,68004,alquiler,17,educacion,C,5000,13.49,0,0.07,N,8
30,63600,alquiler,7,personal,B,5000,10.39,1,0.08,N,8
31,45000,hipoteca,12,personal,A,6000,9.32,0,0.13,N,9
27,69996,alquiler,12,personal,A,5000,9.63,0,0.07,N,5
27,45000,propia,4,emprendimiento,C,20000,12.84,0,0.44,N,10
34,70000,alquiler,0,consolidar_deudas,B,5000,9.91,0,0.07,N,7
30,70000,alquiler,6,personal,B,5000,11.71,0,0.07,N,5
35,70000,alquiler,9,emprendimiento,A,5000,7.74,0,0.07,N,6
29,45000,hipoteca,13,educacion,A,13000,9.63,0,0.29,N,9
29,70000,alquiler,4,educacion,E,5000,,0,0.07,N,6
29,45000,propia,8,medico,B,8000,12.21,0,0.18,N,10
34,72000,alquiler,6,medico,B,5000,10.59,0,0.07,N,9
28,72000,alquiler,8,personal,B,5000,10.59,0,0.07,N,9
28,72467,alquiler,2,medico,B,5000,8.88,0,0.07,N,7
30,72516,alquiler,11,personal,C,5000,13.85,0,0.07,Y,6
27,45000,hipoteca,9,medico,B,12000,9.76,0,0.27,N,6
32,75000,alquiler,4,medico,B,5000,9.99,0,0.07,N,8
31,75000,alquiler,0,medico,B,5000,10.75,0,0.07,N,6
28,75000,alquiler,5,medico,A,5000,7.88,0,0.07,N,10
31,39000,hipoteca,0,mejora_hogar,D,12000,13.3,1,0.31,N,7
30,75000,alquiler,0,personal,B,5000,10.62,0,0.07,N,5
32,39000,hipoteca,7,mejora_hogar,D,2800,12.17,1,0.07,Y,6
28,45100,hipoteca,2,emprendimiento,A,6000,5.42,0,0.13,N,9
28,45136,hipoteca,13,educacion,B,10175,12.69,0,0.23,N,9
33,45180,hipoteca,0,emprendimiento,A,7000,8,0,0.15,N,7
28,78500,alquiler,2,mejora_hogar,C,5000,14.27,0,0.06,Y,6
34,45204,hipoteca,4,personal,A,5000,9.63,0,0.11,N,9
34,80000,alquiler,4,emprendimiento,A,5000,,0,0.06,N,9
32,80000,alquiler,0,consolidar_deudas,C,5000,,0,0.06,N,6
34,80000,alquiler,4,mejora_hogar,A,5000,6.17,0,0.06,N,10
29,45324,hipoteca,4,personal,D,15150,14.54,0,0.33,N,10
28,74000,alquiler,0,consolidar_deudas,D,5000,15.21,1,0.07,N,8
27,45336,hipoteca,12,medico,B,4800,,0,0.11,N,8
27,80004,alquiler,1,emprendimiento,C,5000,13.47,0,0.06,Y,9
28,81996,alquiler,5,personal,C,5000,14.26,0,0.06,N,5
33,82000,alquiler,9,emprendimiento,A,5000,7.51,0,0.06,N,8
34,82000,alquiler,3,mejora_hogar,A,5000,8.32,0,0.06,N,9
33,82150,alquiler,4,mejora_hogar,A,5000,7.51,0,0.06,N,5
32,65453,alquiler,15,medico,C,5000,11.28,1,0.06,Y,9
32,45489,hipoteca,13,personal,C,18250,12.73,0,0.4,Y,5
29,45500,hipoteca,6,mejora_hogar,B,10000,10.65,0,0.22,N,10
29,67027,alquiler,,medico,A,5000,7.51,1,0.06,N,10
28,45500,propia,1,medico,A,8400,,0,0.18,N,5
33,85000,alquiler,11,educacion,A,5000,7.9,0,0.06,N,8
31,45500,hipoteca,5,emprendimiento,B,7500,11.49,0,0.16,N,5
27,45500,hipoteca,2,consolidar_deudas,C,5000,13.23,0,0.11,Y,8
27,45500,propia,11,emprendimiento,C,14000,13.92,0,0.31,Y,6
34,85000,alquiler,7,emprendimiento,B,5000,11.83,0,0.06,N,5
31,45504,hipoteca,3,educacion,B,7000,9.88,0,0.15,N,8
30,85000,alquiler,5,emprendimiento,D,5000,15.05,0,0.06,N,9
29,45516,hipoteca,13,consolidar_deudas,C,6000,13.49,0,0.13,N,8
35,85000,alquiler,0,mejora_hogar,A,5000,9.07,0,0.06,N,6
31,86000,alquiler,2,consolidar_deudas,A,5000,,0,0.06,N,8
27,45600,hipoteca,6,emprendimiento,A,15350,8.9,0,0.34,N,10
27,45600,hipoteca,6,medico,A,3000,6.99,0,0.07,N,7
27,45600,hipoteca,11,educacion,A,7500,5.42,0,0.16,N,5
33,45600,hipoteca,1,educacion,A,4000,5.99,0,0.09,N,10
27,45600,hipoteca,3,mejora_hogar,A,1450,8.49,0,0.03,N,8
30,39600,hipoteca,11,educacion,A,15000,7.49,1,0.38,N,5
28,89400,alquiler,12,mejora_hogar,D,5000,15.2,0,0.06,N,6
30,45600,hipoteca,5,mejora_hogar,A,5000,7.29,0,0.11,N,8
29,45600,hipoteca,7,emprendimiento,B,9600,10.36,0,0.21,N,5
29,45600,hipoteca,3,educacion,C,4750,,0,0.1,N,9
27,91200,alquiler,3,consolidar_deudas,C,5000,13.49,0,0.05,Y,10
28,45600,hipoteca,,emprendimiento,C,2500,13.35,0,0.05,N,9
30,92001,alquiler,3,emprendimiento,A,5000,,0,0.05,N,6
32,96000,alquiler,1,personal,B,5000,11.99,0,0.05,N,9
29,45600,hipoteca,9,personal,A,2000,7.88,0,0.04,N,10
28,96000,alquiler,5,emprendimiento,B,5000,11.12,0,0.05,N,7
27,39600,hipoteca,4,emprendimiento,G,2500,20.86,1,0.06,Y,8
30,45600,hipoteca,0,emprendimiento,A,6400,8.94,0,0.14,N,7
27,98000,alquiler,3,emprendimiento,C,5000,13.98,0,0.05,Y,6
28,45678,propia,12,personal,D,8000,15.58,0,0.18,N,10
27,45727,hipoteca,5,educacion,D,1000,16.29,0,0.02,Y,9
28,99996,alquiler,7,medico,B,5000,11.49,0,0.05,N,10
27,45760,propia,6,medico,B,14000,,0,0.31,N,6
27,45760,hipoteca,0,personal,A,9300,,0,0.2,N,10
30,39760,hipoteca,0,consolidar_deudas,B,14500,10.75,1,0.36,N,7
27,100000,alquiler,11,medico,B,5000,12.42,0,0.05,N,8
32,100000,alquiler,3,mejora_hogar,C,5000,,0,0.05,N,6
29,100000,alquiler,0,educacion,C,5000,12.23,0,0.05,N,8
35,100000,alquiler,0,medico,A,5000,7.74,0,0.05,N,7
27,103000,alquiler,2,emprendimiento,A,5000,9.32,0,0.05,N,7
28,39912,hipoteca,2,educacion,A,10000,8.49,1,0.25,N,8
35,95028,alquiler,2,mejora_hogar,D,5000,14.42,1,0.05,Y,6
33,113800,alquiler,8,medico,B,5000,11.83,0,0.04,N,9
35,45996,hipoteca,0,emprendimiento,D,15000,14.42,0,0.33,Y,7
28,45996,OTHER,12,emprendimiento,B,5500,10.2,0,0.12,N,10
27,140000,alquiler,0,emprendimiento,B,5000,9.99,0,0.04,N,8
27,142000,alquiler,2,medico,C,5000,13.16,0,0.04,Y,9
30,144000,alquiler,12,educacion,E,5000,16.32,0,0.03,Y,7
30,46000,hipoteca,1,educacion,C,12000,,0,0.26,Y,9
27,145000,alquiler,11,medico,B,5000,12.69,0,0.03,N,7
30,46000,propia,10,mejora_hogar,C,11200,14.27,0,0.24,Y,10
27,46000,hipoteca,3,medico,A,18000,7.9,0,0.39,N,8
34,46000,hipoteca,5,emprendimiento,A,10000,6.62,0,0.22,N,6
35,200000,alquiler,7,emprendimiento,B,5000,,0,0.03,N,10
31,40000,hipoteca,2,consolidar_deudas,D,9500,16.77,1,0.24,N,10
29,200000,alquiler,4,personal,A,5000,7.43,0,0.03,N,10
28,276000,alquiler,1,personal,A,5000,6.62,0,0.02,N,10
29,46000,hipoteca,3,emprendimiento,B,6000,11.49,0,0.13,N,5
34,46000,hipoteca,18,consolidar_deudas,B,6700,,0,0.15,N,10
28,30000,alquiler,2,personal,A,5200,5.42,0,0.17,N,7
27,46000,propia,,emprendimiento,A,8000,,0,0.17,N,9
28,46000,hipoteca,12,personal,A,6500,6.99,0,0.14,N,7
31,39000,alquiler,15,consolidar_deudas,C,5200,13.48,0,0.13,N,9
30,46000,propia,14,personal,C,6000,12.68,0,0.13,N,6
27,45000,alquiler,0,consolidar_deudas,C,5200,13.49,0,0.12,N,8
28,39000,alquiler,12,consolidar_deudas,B,5250,11.49,0,0.13,N,8
27,48000,alquiler,8,medico,C,5250,15.27,0,0.11,Y,6
29,15600,alquiler,4,personal,C,5275,14.72,1,0.34,Y,8
31,50000,alquiler,0,educacion,C,5275,12.53,0,0.11,N,6
27,46000,propia,0,educacion,A,18000,6.17,0,0.39,N,5
27,20160,alquiler,4,consolidar_deudas,A,5300,,0,0.26,N,6
29,46000,hipoteca,3,mejora_hogar,C,7500,14.35,0,0.16,Y,5
29,46000,hipoteca,9,personal,A,4000,6.76,0,0.09,N,9
32,36000,alquiler,4,emprendimiento,A,5300,8.9,0,0.15,N,6
27,43218,alquiler,11,emprendimiento,C,5300,14.65,0,0.12,Y,10
31,46000,hipoteca,11,emprendimiento,A,7000,7.88,0,0.15,N,6
32,47500,alquiler,2,medico,B,5300,11.49,0,0.11,N,8
28,46000,hipoteca,3,educacion,D,16750,14.96,0,0.36,N,6
34,25000,alquiler,0,emprendimiento,B,5325,10.99,0,0.21,N,7
28,15360,alquiler,2,personal,B,5375,9.91,1,0.35,N,5
29,18000,alquiler,5,mejora_hogar,B,5375,12.69,1,0.3,N,9
28,46000,hipoteca,2,personal,B,4000,11.48,0,0.09,N,5
28,46000,hipoteca,12,educacion,A,6000,8,0,0.13,N,7
30,20000,alquiler,14,medico,D,5400,14.61,0,0.27,Y,7
29,40000,OTHER,2,consolidar_deudas,E,15000,16.63,1,0.38,Y,10
27,46028,hipoteca,8,consolidar_deudas,B,18000,10.74,0,0.39,N,9
30,29120,alquiler,0,consolidar_deudas,A,5400,7.14,0,0.19,N,10
28,46097,hipoteca,12,consolidar_deudas,B,6000,10.75,0,0.13,N,8
29,46140,hipoteca,2,mejora_hogar,C,4800,14.72,0,0.1,Y,6
29,40000,alquiler,4,emprendimiento,A,5400,7.9,0,0.14,N,7
32,40000,alquiler,2,educacion,B,5400,11.11,0,0.14,N,5
29,44000,alquiler,2,personal,D,5400,16,1,0.12,Y,8
34,50725,alquiler,1,personal,C,5400,13.16,0,0.11,Y,9
27,54000,alquiler,1,mejora_hogar,C,5400,14.27,0,0.1,N,6
28,56461,alquiler,5,educacion,E,5400,15.68,0,0.1,Y,6
31,46300,hipoteca,16,personal,A,7500,7.88,0,0.16,N,6
27,46300,hipoteca,3,consolidar_deudas,C,11500,13.48,0,0.25,Y,8
29,46400,hipoteca,0,educacion,A,12000,7.51,0,0.26,N,10
29,63533,alquiler,0,personal,A,5400,7.66,0,0.08,N,7
34,46500,hipoteca,18,educacion,D,8500,,0,0.18,N,9
31,46500,hipoteca,2,consolidar_deudas,A,6250,5.79,0,0.13,N,10
29,75000,alquiler,0,personal,C,5400,14.79,0,0.07,N,5
27,77200,alquiler,0,consolidar_deudas,B,5425,10.59,1,0.07,N,9
30,46500,hipoteca,8,emprendimiento,A,6000,7.88,0,0.13,N,8
31,46500,hipoteca,7,personal,C,8000,13.04,0,0.17,Y,6
30,40525,hipoteca,8,mejora_hogar,C,4800,14.65,1,0.12,N,10
30,25000,alquiler,6,personal,C,5475,12.68,0,0.22,N,6
28,46551,hipoteca,12,emprendimiento,A,5000,,0,0.11,N,7
27,46576,hipoteca,8,consolidar_deudas,A,4800,,0,0.1,N,10
35,46654,hipoteca,19,educacion,B,17000,11.83,0,0.36,N,10
27,15085,alquiler,2,emprendimiento,A,5500,5.99,1,0.36,N,8
31,46700,hipoteca,5,medico,B,7200,,0,0.15,N,6
32,46700,hipoteca,16,mejora_hogar,A,11325,7.51,0,0.24,N,10
33,46709,hipoteca,,educacion,B,6200,10.99,0,0.13,N,8
27,46713,hipoteca,3,emprendimiento,C,12375,10.91,0,0.26,N,6
34,19200,alquiler,1,personal,C,5500,15.23,1,0.29,Y,8
35,20000,alquiler,1,educacion,B,5500,12.69,0,0.28,N,7
27,20000,alquiler,0,educacion,B,5500,12.69,0,0.28,N,5
27,46800,hipoteca,5,mejora_hogar,B,6000,9.99,0,0.13,N,7
27,20400,alquiler,3,medico,A,5500,6.91,0,0.27,N,7
27,40800,hipoteca,3,consolidar_deudas,A,2000,7.29,1,0.05,N,5
34,46800,hipoteca,1,mejora_hogar,B,5525,11.11,0,0.12,N,6
32,21600,alquiler,,consolidar_deudas,C,5500,14.72,0,0.25,Y,7
31,46800,hipoteca,14,personal,B,5500,,0,0.12,N,10
27,46800,hipoteca,3,emprendimiento,C,6500,12.87,0,0.14,N,6
28,24000,alquiler,5,personal,B,5500,10.36,0,0.23,N,7
30,24000,alquiler,5,medico,C,5500,13.23,0,0.23,Y,8
32,25000,alquiler,12,emprendimiento,B,5500,11.11,0,0.22,N,10
28,46858,hipoteca,,personal,B,3600,9.91,0,0.08,N,10
29,46873,hipoteca,9,personal,A,11200,7.14,0,0.24,N,6
33,25200,alquiler,0,medico,B,5500,9.88,0,0.22,N,7
28,47000,hipoteca,5,mejora_hogar,B,9000,12.42,0,0.19,N,8
28,28089,alquiler,0,personal,C,5500,12.22,0,0.2,Y,5
31,47000,hipoteca,6,medico,C,20000,13.49,0,0.43,N,5
31,30000,alquiler,,consolidar_deudas,B,5500,8.88,0,0.18,N,9
31,30000,alquiler,0,mejora_hogar,D,5500,15.21,1,0.18,Y,7
29,47000,hipoteca,8,educacion,B,8000,12.42,0,0.17,N,9
28,32000,alquiler,0,consolidar_deudas,C,5500,15.96,0,0.17,Y,8
29,41000,hipoteca,0,medico,A,3800,7.51,1,0.09,N,9
32,47000,propia,8,emprendimiento,A,6000,8.9,0,0.13,N,5
29,34000,alquiler,4,medico,B,5500,,0,0.16,N,5
27,47000,hipoteca,11,educacion,A,2650,7.49,0,0.06,N,9
32,35000,alquiler,2,personal,B,5500,11.49,0,0.16,N,7
34,47000,propia,8,emprendimiento,B,14000,9.99,0,0.3,N,9
27,47000,hipoteca,2,medico,A,6000,6.99,0,0.13,N,5
30,40000,alquiler,14,emprendimiento,A,5500,6.62,0,0.14,N,8
30,40000,alquiler,1,personal,A,5500,7.74,0,0.14,N,6
34,42000,alquiler,5,consolidar_deudas,A,5500,7.66,0,0.13,N,7
33,42230,alquiler,1,medico,A,5500,9.63,0,0.13,N,10
28,47000,propia,5,consolidar_deudas,D,13000,14.54,0,0.28,N,9
35,42300,alquiler,3,personal,C,5500,13.06,0,0.13,N,8
30,42312,alquiler,1,educacion,A,5500,8.59,0,0.13,N,6
27,44196,alquiler,2,consolidar_deudas,C,5500,13.8,0,0.12,N,10
35,45000,alquiler,3,medico,A,5500,6.92,0,0.12,N,6
31,47000,hipoteca,5,mejora_hogar,B,5000,10.38,0,0.11,N,6
29,51504,alquiler,0,medico,B,5500,11.89,0,0.11,N,9
28,46000,alquiler,6,medico,B,5500,11.11,1,0.12,N,10
28,53000,alquiler,11,mejora_hogar,C,5500,11.03,0,0.1,N,9
31,54000,alquiler,2,consolidar_deudas,C,5500,13.23,0,0.1,N,9
27,50000,alquiler,11,mejora_hogar,C,5500,12.73,1,0.11,N,7
30,60000,alquiler,11,consolidar_deudas,A,5500,7.51,0,0.09,N,10
29,60000,alquiler,4,mejora_hogar,B,5500,10.74,0,0.09,N,6
31,41000,hipoteca,6,medico,C,3200,13.16,1,0.08,N,6
29,47000,hipoteca,1,consolidar_deudas,B,5000,9.76,0,0.11,N,10
31,47000,hipoteca,0,medico,C,10000,11.03,0,0.21,Y,7
31,70000,alquiler,4,educacion,A,5500,7.68,0,0.08,N,10
30,73000,alquiler,15,consolidar_deudas,B,5500,9.99,0,0.08,N,9
28,105000,alquiler,5,consolidar_deudas,C,5500,15.23,0,0.05,N,7
27,144000,alquiler,8,mejora_hogar,F,5500,19.13,0,0.04,Y,5
28,39996,alquiler,10,educacion,D,5525,14.54,0,0.14,N,10
28,56004,alquiler,12,medico,C,5525,12.68,0,0.1,N,9
34,47125,hipoteca,12,emprendimiento,B,3200,10.99,0,0.07,N,8
27,47232,propia,10,medico,A,8000,5.42,0,0.17,N,9
32,11688,alquiler,,personal,C,5600,13.48,1,0.48,Y,10
29,12000,alquiler,0,personal,B,5600,12.18,1,0.47,N,10
34,47300,hipoteca,3,medico,A,12000,7.88,0,0.25,N,8
27,47380,hipoteca,11,mejora_hogar,C,15000,13.79,0,0.32,Y,9
27,47400,hipoteca,,mejora_hogar,A,13500,6.17,0,0.28,N,9
28,24000,alquiler,4,personal,C,5600,12.68,0,0.23,Y,5
27,25000,alquiler,1,educacion,A,5600,7.9,0,0.22,N,8
29,47500,hipoteca,14,emprendimiento,A,3500,8.9,0,0.07,N,9
27,30000,alquiler,0,medico,C,5600,13.49,0,0.19,N,10
28,30000,alquiler,3,consolidar_deudas,D,5600,14.84,1,0.19,Y,10
27,30000,alquiler,8,medico,A,5600,,0,0.19,N,6
31,30000,alquiler,1,consolidar_deudas,A,5600,7.74,0,0.19,N,7
29,34444,alquiler,5,educacion,C,5600,13.49,0,0.16,Y,7
30,47600,hipoteca,6,educacion,B,23800,12.42,0,0.5,N,9
28,36000,alquiler,8,personal,B,5600,11.11,0,0.16,N,5
35,36000,alquiler,1,emprendimiento,C,5600,13.06,0,0.16,N,7
28,47820,propia,12,medico,A,6000,5.42,0,0.13,N,9
27,34000,alquiler,0,consolidar_deudas,C,5600,15.96,1,0.16,Y,10
28,40000,alquiler,0,medico,C,5600,13.49,0,0.14,N,8
35,40000,alquiler,0,medico,B,5600,9.76,0,0.14,N,6
27,47900,propia,1,emprendimiento,C,7500,13.47,0,0.16,N,8
33,36000,alquiler,5,personal,B,5600,11.99,1,0.16,N,7
32,43000,alquiler,16,consolidar_deudas,A,5600,7.51,0,0.13,N,7
32,45000,alquiler,0,educacion,B,5600,11.36,0,0.12,N,10
33,46000,alquiler,13,personal,C,5600,15.27,0,0.12,N,9
29,48000,alquiler,9,consolidar_deudas,C,5600,15.96,0,0.12,Y,7
33,48000,propia,5,emprendimiento,B,14400,12.42,0,0.3,N,10
31,49000,alquiler,6,medico,A,5600,6.03,0,0.11,N,6
33,48000,propia,2,mejora_hogar,A,4750,,0,0.1,N,8
28,48000,hipoteca,,consolidar_deudas,C,5000,14.65,0,0.1,Y,7
29,48000,propia,0,emprendimiento,C,6000,14.27,0,0.13,N,7
27,48000,hipoteca,5,consolidar_deudas,B,4300,12.69,0,0.09,N,7
29,48000,hipoteca,3,personal,C,17375,14.27,0,0.36,Y,5
28,52000,alquiler,0,medico,C,5600,13.85,0,0.11,Y,8
29,48000,propia,1,personal,E,15000,18.64,0,0.31,N,9
29,52884,alquiler,3,personal,B,5600,11.99,0,0.11,N,10
30,48000,hipoteca,3,mejora_hogar,B,9000,12.42,0,0.19,N,7
28,56056,alquiler,3,consolidar_deudas,B,5600,10.37,0,0.1,N,6
35,48000,hipoteca,7,educacion,A,17000,6.03,0,0.35,N,8
29,57995,alquiler,8,medico,B,5600,10.37,0,0.1,N,6
29,60000,alquiler,0,consolidar_deudas,B,5600,9.99,0,0.09,N,7
33,48000,hipoteca,9,educacion,A,7500,6.03,0,0.16,N,10
34,63000,alquiler,3,educacion,B,5600,11.58,0,0.09,N,5
33,48000,hipoteca,17,emprendimiento,A,7000,6.62,0,0.15,N,8
34,48000,hipoteca,3,personal,A,7500,6.62,0,0.16,N,7
33,48000,hipoteca,7,medico,A,13800,8.9,0,0.29,N,6
28,48000,propia,,personal,D,8000,16.77,0,0.17,Y,9
27,48000,propia,3,emprendimiento,B,24000,9.91,0,0.5,N,9
30,48000,hipoteca,13,emprendimiento,A,10950,,0,0.23,N,9
29,69600,alquiler,13,mejora_hogar,B,5600,11.99,0,0.08,N,6
34,48000,hipoteca,9,emprendimiento,C,5600,15.96,0,0.12,Y,7
29,70000,alquiler,3,mejora_hogar,C,5600,14.27,0,0.08,Y,6
28,42000,hipoteca,,consolidar_deudas,D,7600,16.29,1,0.18,N,7
34,48000,hipoteca,7,emprendimiento,B,8400,11.71,0,0.17,N,8
30,75000,alquiler,8,personal,D,5600,15.99,0,0.07,N,7
31,75797,alquiler,8,medico,C,5600,13.22,0,0.07,Y,8
27,48000,hipoteca,11,consolidar_deudas,A,5650,5.42,0,0.12,N,8
28,93600,alquiler,1,mejora_hogar,B,5600,11.99,0,0.06,N,10
33,48000,propia,11,mejora_hogar,B,10000,9.99,0,0.21,N,8
28,48000,hipoteca,4,personal,B,3000,11.99,0,0.06,N,10
31,48000,propia,0,mejora_hogar,B,1600,9.99,0,0.03,N,8
31,109440,alquiler,9,consolidar_deudas,D,5600,,1,0.05,N,10
28,75000,alquiler,0,emprendimiento,A,5625,6.91,0,0.07,N,5
29,48000,hipoteca,13,personal,A,6625,8.49,0,0.14,N,9
29,48000,hipoteca,13,emprendimiento,A,7000,8.49,0,0.15,N,9
29,48000,hipoteca,4,mejora_hogar,A,5000,5.99,0,0.1,N,8
31,99000,alquiler,0,mejora_hogar,C,5675,13.23,0,0.06,Y,8
30,48000,hipoteca,4,personal,A,8500,7.49,0,0.18,N,8
28,36000,alquiler,1,medico,B,5700,10.39,0,0.16,N,5
32,48000,hipoteca,2,consolidar_deudas,B,10650,10.59,0,0.22,N,9
32,53000,alquiler,0,consolidar_deudas,B,5700,9.99,0,0.11,N,9
27,48000,hipoteca,1,personal,C,6000,13.49,0,0.13,N,7
31,95800,alquiler,1,mejora_hogar,B,5750,9.45,0,0.06,N,10
27,36996,alquiler,4,personal,D,5775,14.91,0,0.16,N,7
27,48000,hipoteca,0,mejora_hogar,B,8000,10.59,0,0.17,N,9
29,48000,hipoteca,3,educacion,B,9000,11.99,0,0.19,N,5
31,26988,alquiler,,emprendimiento,A,5800,6.62,0,0.21,N,9
29,48000,hipoteca,8,emprendimiento,A,4500,5.42,0,0.09,N,6
27,32000,alquiler,1,consolidar_deudas,A,5800,7.49,0,0.18,N,5
29,32400,alquiler,11,mejora_hogar,A,5800,5.79,1,0.18,N,5
27,36000,alquiler,3,medico,B,5800,12.42,0,0.16,N,10
32,42000,alquiler,1,consolidar_deudas,A,5800,9.32,0,0.14,N,10
30,42000,hipoteca,14,medico,A,4500,7.49,1,0.11,N,7
29,48000,propia,6,mejora_hogar,C,8000,13.49,0,0.17,Y,9
31,73000,alquiler,5,mejora_hogar,B,5800,10.37,0,0.08,N,6
34,69000,alquiler,0,emprendimiento,D,5800,14.59,1,0.08,Y,5
29,42000,hipoteca,6,personal,B,6000,11.49,1,0.14,N,9
31,62050,alquiler,5,medico,D,5800,14.11,1,0.08,Y,10
27,48000,hipoteca,4,medico,A,5000,6.99,0,0.1,N,7
28,30000,alquiler,5,personal,B,5825,9.99,0,0.19,N,9
28,48000,propia,1,mejora_hogar,D,12000,14.54,0,0.25,N,10
27,38000,alquiler,1,medico,C,5850,,0,0.15,N,5
29,48000,propia,1,personal,B,1850,10.74,0,0.04,N,7
34,46000,alquiler,1,personal,B,5850,11.12,0,0.13,N,8
30,70000,alquiler,0,medico,A,5850,5.79,0,0.08,N,5
27,48000,propia,3,educacion,C,4500,13.8,0,0.09,N,8
28,48000,hipoteca,1,educacion,A,10000,6.92,0,0.21,N,8
32,48000,propia,5,educacion,A,3000,5.79,0,0.06,N,7
31,48000,hipoteca,8,consolidar_deudas,A,14400,7.29,0,0.3,N,5
27,48000,hipoteca,5,medico,A,12000,7.66,0,0.25,N,10
27,58000,alquiler,5,consolidar_deudas,A,5900,9.32,0,0.1,N,7
29,48000,hipoteca,1,emprendimiento,C,7000,12.68,0,0.15,Y,6
27,42000,alquiler,6,personal,A,5950,5.99,0,0.14,N,5
29,48000,hipoteca,13,medico,A,4975,5.79,0,0.1,N,7
34,48000,hipoteca,5,emprendimiento,B,3600,10.37,0,0.07,N,5
33,612000,alquiler,3,consolidar_deudas,C,5950,12.73,0,0.01,Y,9
29,42000,hipoteca,6,educacion,A,5500,7.66,1,0.13,N,10
32,48000,propia,4,educacion,A,8000,5.79,0,0.17,N,7
35,42000,hipoteca,,educacion,C,5000,14.17,1,0.12,N,8
29,48000,propia,3,personal,C,9600,12.23,0,0.2,Y,8
27,18000,alquiler,0,consolidar_deudas,A,6000,7.49,1,0.33,N,5
34,18000,alquiler,0,emprendimiento,B,6000,,1,0.33,N,7
28,42000,hipoteca,,medico,B,4000,9.25,1,0.1,N,10
27,18835,alquiler,2,medico,D,6000,16.49,1,0.32,Y,8
